query_cid,label,sub_id,text,image
bafyreihbt5ytuk42revcwbjscaiyrqvgoautas7rimfoiznsgpayorfh2e,intolerant,0,"Oh ffsakes 🤦‍♀️
What a bunch of imbicilic morons.",
bafyreiga4rowt3wfn3hoygcqdhd7x7s3ctkkry5yt2pbc5czhpmfyyy7ni,intolerant,0,"OMFG

Abject morons🤦🏾‍♀️",
bafyreibzjqs6oym24lhkw7kgqeaz4btxy5ytzzrk7lzt2yckzcqobjp47a,intolerant,0,"Oh ffs! 🤦‍♀️ 
They are unabashed morons!",
bafyreidkbqo3bxyu7cgbl5u3hy5u4l2f5n3ehkjdk4m2zj47d3yekna4f4,intolerant,0,🙄 How can ANYONE be SO. Fucking. Stupid?,
bafyreigw6evu444ysvynujgfrw27fl7tb53hnwglba5ibnpey35gxky2za,intolerant,0,"Yet they’re crying about 8647

They need to fuck completely off.",
bafyreibjjlazfysaohnyshednev337mltwsdvbzfar4fdwtvl2ey2zgdfa,intolerant,0,These people are morons!! 😣,
bafyreiglkt5iogikffjtsmoaukubg62rzauykxtngv6ffnji3dnhq74yye,intolerant,0,That’s par for the course for these asswipes!!!,
bafyreih3g7api2fe7puwwebmesltgk5ldm5w2cuv75loojnvowwdukuui4,intolerant,0,You won't because you fucking degenerative retards....,
bafyreiaiziyamvpbrv5egspdcpqpywaepv3r3tcrvp4emqlttxrspn2vzy,intolerant,0,And some of my people are too dumb to see this.SMH,
bafyreih6nykypmzyetbvfsmkbmrunj7p6ymnxnhaau2azwgq73fn6h7wum,intolerant,0,"F*ing useless…or malevolent idiots, you decide",
bafyreidknhgbyhp73lmvgiosgzmqiqi3nyferi7f5qyg24o64qp5uw5yuu,intolerant,0,If ppl haven’t gotten the hint yet…they’re fucking stupid.,
bafyreicd77osvwj6hmlwv4n6etthm3dibqkrdskklxh2f4buwmpcpymvbi,intolerant,0,FFS. What a moronic w⚓️.,
bafyreiah3plvieim6ksfie6afh54iiw5qmevcfj5ga4ikygz6r3ehfcabi,intolerant,0,Hmmmm.  Who would have thunk…. These people are fucking stupid.,
bafyreiagrg3qn62pxbfchbd43vgq4573wsbvsclxahdaxs7qverzv5da4e,intolerant,0,Looks like we have the same assholes representing both of us! Useless human beings!,
bafyreihkd2tpyx5ljvg6qedkseffjb7i52rrpuvl6mpxgh3yce7z3jrslq,intolerant,0,They all are fucking idiots 🤷🏼‍♀️,
bafyreigr33exbrnbsox3gvx2wdhu4l466jvcclbpudwqwe452tziceqc44,intolerant,0,Makes no difference to these morons...,
bafyreiankowkbybb47rsp7q2x2bu2irjl7ykieltcxjifhb4y7545gwrhq,intolerant,0,"Cuz i want to see what other retard stuff you do, retrix.",
bafyreih57gjqznl54lfxmxeoip5sbqp5q3apq5cafgylliqcp6nug4mgfy,intolerant,0,The same stupid schtick with these derps. 🤤,
bafyreibz2idmvyorrmf7lq6pvozrb3o6ximohqxpsjnz54wnfj47gczcey,intolerant,0,Multiple morons!!!!!,
bafyreid5dei4pfcfz6pbu2apq5pu3c2p6pjmmk4af5cdagnfmefvw5ctuu,intolerant,0,Might have to narrow that down for me...I'm seeing a lot of f**king idiots lately!👀,
bafyreiauqqxvnotwbxajaek7bdld6z7a4uryjwkgarg64mhvrgjn436hle,intolerant,0,you're undoubtedly right. but also people are fucking morons.,
bafyreifs2vb63kc4lxsshhtovp5gvtfcv4cnao6dcs6jv7kne5u4rv2a6i,intolerant,0,These people are so stupid🙄🤦‍♀️,
bafyreif7wwu77tzdwgfgpjzwwj2uk2if75g4iseag4tzd62whw6r3de5ju,intolerant,0,Analysis: A moronic ableist jackass haz the sadz and blames it on another moron.,
bafyreibuk6xryqfqkqfxrsqx2ifq2fdhfzw2rqfdaymqu5jxofnsazap6q,intolerant,0,Bunch of morons !! Beyond comprehension!,
bafyreib25qvkl7pnejdeepv2javyncolqa2ggtckov74g3rcuxksdjcskm,intolerant,0,SAME!!! These people are fucking morons!!!,
bafyreiajbjq2zlodnid6j4luwlyxmezdqnvbgo53mr5kvcn3sifny6y3pu,intolerant,0,These are the braindead morons that are against us,https://drive.google.com/uc?id=15noWtWTlmCKNcUC1RxZeXRBia8F-BHch
bafyreifytaz33dfwb5cugalym3lf3ouku3hmeng6crxvmzdnrhop5vhfoy,intolerant,0,Bunch of fucking morons 🙄,
bafyreidam2hih5s5kx5nqn6e6w4r7dw7z3fcigo2jghw65higfxmwppipm,intolerant,0,"Oh look. Another garbage human on social media.

You can now fuck all the way off.",
bafyreibsg5xekzl3zwdes6l6ftipeafy5jr6ix24o2bixzb2agbevay5eq,intolerant,0,WTF is this fucking retard talking about?!?,
bafyreihy6kmja6yy3fftxxqzwvlf3jaeivtyaz76a2fs4yh4iwn2v5lxey,intolerant,0,That or they want to be an asshole with absolutely no push back.,
bafyreigqwdyqv4ycj2734y2xp3kgjcowmhgys45yhxagdfkwlwuhnipkqu,intolerant,0,"Oh no, I pointed out the clear and obvious flaws in a country that people have levied against them for years now and that goes against the popular narrative. Clearly I’m a fucking retard, you retard.",
bafyreicvsucixzlcga6odw6dkhoclpy7nwggizs45irj5moka27nipb3e4,intolerant,0,they sure are pieces of shit.,
bafyreie5cik2d7chabk7rxmydllfodb5fchsbms3uk3ur6nnghxktgnxt4,intolerant,0,Holy S^%& are they stupid.,
bafyreicg5xq7q7qpnyqwsaklo3tinn57tei4unri3z37r3miqq5erkszzi,intolerant,0,Who the F*CK do they think they are????????,
bafyreifrkejq65vximhpjx7ah5petrmh67fant5oeorh5bubtdw6lpk3xq,intolerant,0,I’m speaking of the you’re f-ing misinformed and sucking on tran 🍆,
bafyreiajc3rgm2fgedonopfnis4v675a5g47eci6tc72jphyakykdqba2a,intolerant,0,"I'll see your ""mentally ill fuckstick"" and raise you ""mentally ill fucksticks.""",
bafyreidwckdsgibkozmtyzslxzgylepchaal3j6qobfluufxk7caluwvie,intolerant,0,"Oh my gosh, these morons 🤦🏻‍♀️",
bafyreibzvh6fwl7b3lirpe4rbmfaw3l2qxpb22m3yhma5fncib3qgs3wkm,intolerant,0,Do they get off on this??????  F**king morons.,
bafyreihz42mdnjxgykthyj4vss6ynw3pqxbgelca5zuexsir5ytn3gns44,intolerant,0,a bunch of nasty morons… 🙄😳😂😭,
bafyreifvxie5ri56wiecqus4tetvwrqbkicn4mmrqrzerqsqs5pewcq2ra,intolerant,0,...and a WHOLE LOT of MORONIC IDIOT!!,
bafyreids5ug2qhyt6c56qewxbnozn25vzcncxkqzxdx3rcyz6523dyjgxu,intolerant,0,My god! MORONS ALL!,
bafyreieq3m4pmcoah2sg6y4oy3ncwbqupmksah6intizun2kb3xrei7fby,intolerant,0,"A force not to be reckoned with

My ass aches from the daily flow of stupidity

FFS, someone get me the fuck outta here",
bafyreihbc57utlbk7djocv36v6c4v32pgb4tgg37fz7t2nzvmkmmj2zl6q,intolerant,0,"🙄

These people are stupid 🤦🏻‍♂️",
bafyreihu2tjhe2rz6tlme27iaaggjm2vpi6gdhmk32oqmaaawvp3hsrqfm,intolerant,0,"Yep, emphasis on “moron”…",
bafyreicgglz3cemc2y4jdxalxrjt2xcjxhw5gbpoj2bps5euz75gc25gee,intolerant,0,He is so full of shit!!!! I just can’t believe this is where we are at.,
bafyreifyzk52dwbxc5jv4g2ep4f4x5chct5y5q2xwjvqaqpp3eq3t7baiy,intolerant,0,and who the fuck are they to tell you that?,
bafyreicwc2lfejtscgszmqskazxyjlqb4ujd5xzkbsoehxjuu3mqmgpbvu,intolerant,0,Done. What an absolute asshole     She is for this. Stupid and harmful.,
bafyreifaup4g4ybf2mazrdukht6zapcjngvybmssz2r43pduelrr4ykzv4,intolerant,0,Descent into fascism? Who cares you've got petty arguments to bitch about like the RETARD you are!,
bafyreigwcr3orcwkdcd2ofzz67iirrunwtqjzzctb4sja4d4zyejtgqbmm,intolerant,0,This is some backwards regressive shit. 🤼,
bafyreihp3bqjfww4d4qgg3kkiky5m3w2yeyilbr2wqr47mampxrvhbjlsq,intolerant,0,Wow 😳 aren't they fucking stupid. 😅,
bafyreicwxb4k5bc4ub3x4czop6xkkvb6dvwuf4wbqvd5aa6s6ouswmlfye,intolerant,0,You answered your own question.... Morons,
bafyreifh2e236twixg2hkcxytqzhilkgfuckwhukysaqd7kzvewgjjb5x4,intolerant,0,Holy shit ! These fuckers are really stupid!,
bafyreiepsacaqp5q3l5vozqergfzf4pxatux6mtezxlbpd5acuiab7c3xi,intolerant,0,So full of shit and so fucking stupid. Clueless imbecile. We need them a lot more than they need us.,
bafyreibcdlldoqyibnc46zxqfc5ygg7d6nrsexyl3le27vnmtszzv2y5lu,intolerant,0,"F+#k me, these people are so deluded.",
bafyreifik6pvckq5zokjrpvhp5d5rsygtiruqfqhnt43o7mnkqisspqec4,intolerant,0,same. and him telling transphobes to get rekt,
bafyreibhagvyhl7lynw6x63avuwd66umarmpepuyqptm7u75rrajol5mku,intolerant,0,"		 now, you have to remember : a lot of people are just fucking stupid .",
bafyreiam2n3ibmneibauokcqug4nc57kvppgdrccd5mrahco3v2uqchc3e,intolerant,0,"		 now, you have to remember : a lot of people are just fucking stupid .",
bafyreiaumu4ip4mkxorrmtkq7nds3k5oxgmlt5c3uxoh7cvod6oay57sku,intolerant,0,"		 now, you have to remember : a lot of people are just fucking stupid .",
bafyreihk25jg2gbgwo322jbdha54or4flfwtratt7slmy4o574gzn7jf6q,intolerant,0,Wtf is this retard talking about?,
bafyreiaedx6xwkelbj6svkk6xpcopfgdnyoim623u44zqms5nsizcu4ypu,intolerant,0,That's your justification?  ..moron.,
bafyreibvmngjvv3t5la6z4ntegtrau3pqc5qfwfgytwh7nvyua5exq7sl4,intolerant,0,"I don't know where these morons actually come up with this stuff.

Because at some point even their own ass would be rejecting it.",
bafyreigqcvrl7ty3vm62tgsh2646r7cxjehxof4jehjmee54l2pnpuciqi,intolerant,0,"Wowza. 

Talk about stupid is as stupid does.  🙄",
bafyreihmnrp3evejd5qh3pytxhgzenrqqy7j6lsjhapcshlopjmk76yany,intolerant,0,Moron tells intelligent people “ don’t be stupid” …. We are ALL fucked by this,
bafyreiaqxj43kipfulq7srfqhdccxx57ryxm4axvt3imnmiy2vvfo3jgnq,intolerant,0,"		 now, you have to remember : a lot of people are just fucking stupid .",
bafyreiezqhfxvxkxl6mesiedtnuixt4ciwy763plfuxp2g7r6qhudnthdm,intolerant,0,Aaaand YES they are just this fkn dumb!,
bafyreih4aos6muwpjgk3iimba7uddhuwqtclf5emgacd4fjyefg6cukmvy,intolerant,0,What the f is wrong with these people 😡,
bafyreie4yfe5zaqd4ret6yyhpaw3kgmh6ilgxv4a7rbrh7ued45jsbgtuy,intolerant,0,Is this for real?  What complete assholes 😯,
bafyreiaue5oerkznk7lolgahadvmi4sxf3slbmvsglmofrfl7362craqki,intolerant,0,"""We are very lucky they are so fucking stupid""",
bafyreig4xr4xioaqwmtknk2nchjcavlo4w25vf27ugjpko5uww7krput2i,intolerant,0,Every time this retard opens his mouth I want to puck in it,
bafyreiajq5rahdz37efipkjyia7d4xawvlfgeceyj5tsm2jnaqxkzq5r4e,intolerant,0,"good for you, what about a tiny trans woman? dumbass clown.",
bafyreicqigrcqivf44jnoytylp7vkyq2htl4r6zk6cnfh57bcn5moykxze,intolerant,0,"Ok. So...How is it that YOU consider these women morons?

Who are you, exactly? 🙄",
bafyreib5fc5corqj2bgyxeeibcv6piekjoppozkuafjcxfdcpaabu26uky,intolerant,0,"Anti-trans shitheads commenting the same idiotic ""points"" all the time. Damn that's a blast from the past. Im going to dive into this bit it seems she turned out to be shitty? It's 1:30 AM, i have shit to do tomorrow!",
bafyreieijs3txmoj5sglagxx4tojoehejedurkhjmstoap7usrxf5iyvmi,intolerant,0,So you're both stupid AND misinformed!  Gratz!,
bafyreifi27tpghfi5wybd2a6ym5yj6wcxfwqa2alj6pxxjhd7am5gxadqa,intolerant,0,Apparently. 🙄 That isn't going to fucking happen. Fuck all of them!,
bafyreigsp4i7ljydf2d4g5yvirzsqqy5wspwneikq2deuseelrgwtrgd5q,intolerant,0,29.4K MORONS!,
bafyreiajy52nqqojdzjgho2n3ytcjmvxa5as5f4nyjgrbg3e5z5f5pd6ua,intolerant,0,Geezuz! Fvcking morons,
bafyreihd3guhkqc4whydz7faclecymn5igwnzkrfhe3daq2zdi3lzirm24,intolerant,0,"Then they must have gotten a shit load, because they are STUPID!!!",
bafyreido7cporswc5ugc77zq2hfnkoss4z5unaqsw5tri6uhr2hiigjl3e,intolerant,0,as if I or anyone else would say some dumb scrap like that . 😒🤚,
bafyreifi2v3zht6argomrqiaaq3qrpaoujm6jysgddaz2sdushracqpglm,intolerant,0,Lets be frank here... this individual is a fucking moron.,
bafyreidv3ov6myl4wfhkm25jqvqjyagcctkac7vkh3ql6nicglvjcgxnha,intolerant,0,Uhh no. Wtf kinda retard shit is this? 😂,
bafyreic4xsno2q2dunojem5hw2kc65n62yexjaxuftkjusypg3ejxc2epm,intolerant,0,Gross an army of retards? No thx,
bafyreibg4jxvgxxbp4dikg2ygwprvqy5lw7saf72in4mahfcyku743fzim,intolerant,0,Do you think these people are actually this stupid or just spewing T 💩? 🤔,
bafyreihhincyptb4cep6tnn4lum6dhcjlvqvwvtca3cqq2zzatajs7y3rq,intolerant,0,And they're stupid as fuck!!!,
bafyreid7efgshpvspysrkmlswjdq5wcyb6bhpmywzpe5tnudgiegq2zajq,intolerant,0,"Take your false equivalence and fuck right off, ya moron.",
bafyreicmv5idkqgvbebmyl6acfphn6vjvytibfn553nkrkunsa45vtyuba,intolerant,0,Literally a fact that they will gleefully…moron,
bafyreib5rs2hpcot6fly77hdpkjjda2hgy2zwikrtmts35p223fcfraopi,intolerant,0,...and retarded...,
bafyreicm6azzyhloq6vo6mno553tbrujxc76ghfwiaqx2kpn7fgapgp4vm,intolerant,0,These assholes really believe everyone is as STUPID as they are!,
bafyreibxfqmaclptoooicwgn7brxr7ynh2vtro2uatsuwiovj5ot33etii,intolerant,0," . . . and lie out their rear ends, double down . . . . Pathetic ignoramuses.",
bafyreihxdcx2g2mdxvk5xo3mojce237ixqnoutwxjvcws5ajqrmhn5ydoe,intolerant,0,If you think that's what's happening... you're a fucking moron.,
bafyreiadxzoy37oe4ofdc7lxwzaskctid3v3ea4hym544lvy2flj3ov5gm,intolerant,0,they’re all fucking assholes ??????? 😭,
bafyreic5mkjz3yef5rgw4x7l4htysyvrcy5ea6wio6b6mu4hazldry7xgq,intolerant,0,holy shit they are fucking stupid...,
bafyreic2iytyjyzmvr2pywbboqsjobxmy5ned5owktus3s24hapnq4etk4,intolerant,0,47 is a dipshit and truly can’t do anything,
bafyreif36hkmctca44wiufi22v7mtou3wangdce3oxh7s77eqpu67uiwoi,intolerant,0,WHAT MORONS!,
bafyreid7quyc5wutm6ima4vlmstviahiwebmx56fqffyqevzddm7borulm,intolerant,0,What a degenerate piece of sh/t,
bafyreiei7pc3s2typarbkemgkod33eeozufxqupuixtxwuhgievifzhdoa,intolerant,0,They are MORONS!!!! 😡,
bafyreibc5kinygb4jwaxprxllgrfjchvkghw7gyzvisftrkwjm6tqtpsma,intolerant,0,"Cuz they're fucking stupid. There, I said it...",
bafyreifzj5qz22ham6sildkx7ogs7b3bmplnwew2bgohop27ebu2vvkpnu,intolerant,0,What a bunch of morons!!!,
bafyreih5dmiytewmae2p76lbtogzypipajudyexhb4gdwx2yuscbo4yzfe,intolerant,0,"while I'm happy to see some of the less dimwitted finally pull their heads out of their asses, by the same token I can't help but scream WHAT THE FUCK DID YOU THINK WAS GONNA HAPPEN YOU DUMBASS CRETIN?????",
bafyreifvk4oqeamynvpa7itkzextjih3oldzsshyens44otypjqr5n7tsm,intolerant,0,Holy fuck you people are stupid 🤡,
bafyreicjmqk7vgzjxk253mrno4g56yemqezghqvuarqmad6x4bdzkbr54q,intolerant,0,Hahaha what morons 🤮,
bafyreih3bbrfgbyjb34gg2wvqfrfb5l6g6co2wwcijrmmmlfr7ppg5cfpq,intolerant,0,Doubling down on being a fucking moron ✌️,
bafyreiglijqzdxj6ttpofjnyvkl225u67se3nftifufebntsuptxgxhwte,intolerant,0,😭😭😭😭this is so whack. Are you retarded??,
bafyreihxq4pmfeeex6z243azn7jxhitg7zkirvylegs7qpj4kw4qvnmvwa,intolerant,0,"Nah, these two aspire to be morons 🤣",
bafyreicyajbgwwrbkrq6735fkw7irtskonzjfx6bxt73zf2essrt2fpzo4,intolerant,0,"Yes Folks, People this Fucking Stupid actually exist !",
bafyreidfkz7ysuojxguz4xkin2lynqbcjv5ogkfpwmhcq77dbdleymyzdq,intolerant,0,Holy shit people are dumb 🤦,
bafyreige6fmh3keefyke6ss5z7syitcstkiai7pqzukxzsarkus72asx2q,intolerant,0,What in the hell is wrong with these people? Do they all think we're stupid??,
bafyreifcpzmv3r6r7n7f5veahdckj6ew7xttcweeaib3ftvo2waslbqpdu,intolerant,0,I’ll believe it when i see it….bunch of spineless fucks,
bafyreicd2p6kgbhi65k7prtq5tuemiafbzdrc3mjqlso52qt3ecwm3u2nu,intolerant,0,My God these people are stupid 🤦‍♂️,
bafyreigamou43hgugnxt2draxlzxmz2gqukspnltqvmohycjigegdb3yvy,intolerant,0,Bunch of fucking dumbasses 😡,
bafyreianj46tl6psl4lfsk6xltx2fan2iqlczfi635qjntpkgd74misjne,intolerant,0,Fkn retards,
bafyreib6xpstwg7enlmjdztwat2gz2bppgyfp3kluf4ipyfqcvzlufwmly,intolerant,0,How fucking stupid do you have to be to say that?!?! 🙄,
bafyreicepjhjquinc666ugph6pfrepmwetyns2ydkhl6z6pj23qegtu67a,intolerant,0,Folks are dumb. 🤦,
bafyreiepf25xteavw3qinyrc6ufycc6uvij4qfguig45al7r3sgq6zrz6i,intolerant,0,"yeah, they can all go fuck themselves.",
bafyreib5pciv7ephwb7l7secsmtkz22lbu77k7gteeby3tg6mb73z7lquu,intolerant,0,Oh FFS… morons,
bafyreihkstd4oujtoivfhzain4ii3xafoslv73jhqyskhdsmf5uwwwhcsm,intolerant,0,Good lord these people are stupid!🍌,
bafyreigf64e52rshje6qxee4r632brzaimkrdocnypx63uedzev2zqsk64,intolerant,0,a white wealthy cishet is posting awful bullshit again,
bafyreic3ywqpbwjo4rqo4irkhsel2g5kcgnr45ltkrbkj47gl7gvmhfq2e,intolerant,0,certainly doesn't help that they're stupid fucks... but here we are,
bafyreidvnlwleox3l4ouzkj2lyivadmf5svk4msy3soyj7tp4cbnfd3owi,intolerant,0,That is fucking retarded and makes no sense.,
bafyreidvf4lhdcka3jpry6mhub22fbmf2bm633xqgnzcqnjvwlzs6uv3mi,intolerant,0,"""give you assholes enough credit to assume you are all willfully lying rather than just being stone-cold illiterate morons""

sure, dude :P .

But I guess the only way out is forwards, huh ?",
bafyreigi4b77nob7qacbckqwshcnysmcjgslpvw7htzgjksbtxc3dmjts4,intolerant,0,"My first thought: what a bunch of assholes.

Waiting to see if that changes any time soon.",
bafyreiex3jaqzy7iyf6zvxujjr3ddi5mjtkyls2nsgs5lhcuquzbp5k53y,intolerant,0,And still the morons bleat 🙄,
bafyreia63gmenag62yh3olqsqbrzzaqob4cdoluvgdaoo3nwy6bktijrye,intolerant,0,THIS JUST IN: Fucking idiots still fucking idiots,
bafyreiartf3ouhfpm2bob3te25l4y4bxep5wiakd2gbeauqckl7337p4ie,intolerant,0,Looks like a small group of regressive dimwits,
bafyreigamnkc567impzj2sqftijm7f62zlv2cbnas5tqkaim5imuvjatjy,intolerant,0,"Literally 👏 you 👏 all 👏 are 👏 the 👏 only 👏 people 👏 that 👏 give 👏 a 👏 shit 👏 about 👏 this

Move on, freaks",
bafyreie3fqglggspikdj46n6cfmcavmxersrjpwrlnkkdfnejigobwp3hm,intolerant,0,they are all just so fucking stupid.,
bafyreieoy5raweg55y55u3kpupphw252snblicpkuxx54mzkiz62pcqpde,intolerant,0,They're so fvcking stupid. 🤦🏼‍♀️,
bafyreie25drqzmkhn526ng5dlhn754onety24rigudgvfkdbjgatr6iynm,intolerant,0,"You put a lot of thought in to that.

Moron.",
bafyreiaopj6bsn2vzmojtsn4c4wrexszfvyzghevughdqjiwiosrmsz7ua,intolerant,0,Yup morons everywhere lol,
bafyreibksbt6e4bkajeks5pskm3k3q3rzcseoynsgvzlepddleod5lyfrq,intolerant,0,"Apparently, just not possible because assholes insist on being assholes.",
bafyreih43afbbwsxfgxevob5qqq2r64iecfavfqmq4ke5jre7d2x3szszu,intolerant,0, Everyone I don't like is TRANS! A primer for really stupid children.,
bafyreibxbcao5tkjolkwqrfoz5dgbdwi2ggce3abihqli3zb5zs7pedbb4,intolerant,0,Of course they are you moron!,
bafyreicqiwmjjgnyku2dzu3amohegnmkrio4zjumhqzfk57rhm7u4ukjh4,intolerant,0,They’re not considering shit!! Ass clown 😡,
bafyreifgovgknfgltgu44htplqugvytm2pwsyrs3kwsbn66umorolclsay,intolerant,0,"Good grief, these fu€kers are exhaustingly ignorant. 🤦🏼‍♀️",
bafyreierrmq4dx5tduw7ptoul3xsg7qsoxsnsommjrccdtpnn34rurpqpa,intolerant,0,"But they like, hate being called morons so... /s",
bafyreiafrguixb76rcnpwb4bcnco3yq3fao3zsek7yjg2l5vtomun52kt4,intolerant,0,Unreal prejudiced assholes 😡,
bafyreiav3ykqui4gdql7showg5m4epax2xbhn5gczegytuv5gkugrouxp4,intolerant,0,No. Fuck no. Also are they really this stupid?,
bafyreibwmmqfcliqk7oqmwvqcvg7td7iwxf2o5dkawtncfivlkp5fvznhi,intolerant,0,He’s fucking retarded and I don’t mean mentally challenged.,
bafyreihn3qisqzugxvc2epx3hj7yxp6xnbw4ezfhahlw63lomiop3emh2a,intolerant,0,"Is this for real?! 
Can anyone BE that stupid not to mention contemptible?!!",
bafyreidvzsdfdtzx5h6xf2xih63ywzyhjluxv3mg5rikhrbhh2yvhyu62a,intolerant,0,F'ing morons!  What did they expect.,
bafyreiht7umqu54ygricgf5jnuci5n4rllpqaavwjliq5pmrzsmiy4rjra,intolerant,0,So what’s new? These people are fucking morons.,
bafyreifc62urbkp5yx2klyq5gdzhy5sfztom75zljbjtaxrzkcteghkz4e,intolerant,0,Because those people are really stupid 🙄,
bafyreibdcjdjprdhky2ngmyb3wqwhfgwi5oa5hghseyvbquyjq3uvbof7a,intolerant,0,What a bunch of idiots 🤦🏼‍♂️,
bafyreieykrrczffoauiei7dccwx52doirmwfsdgoiaa3g4ugmf3kikjdk4,intolerant,0,"So, so, so very fuckin stupid 🙄",
bafyreiepi6e4lvjx46mv7nrqgiocrxymk6knb2j7u3tovnitgvtve6kh4u,intolerant,0,Two retards… something something blah blah blah.,
bafyreib77hm5yl6gryigwrd4b6toyzrb7ygfhs5ssyfcu7qt42v7y7gyjq,intolerant,0,Hmmmmnnnnnn they are all assholes? Is that it?,
bafyreia2aowkwaz3qvs6vgcpz23c4uqix6n27f5sahatcv7jmtw4zjkcru,intolerant,0,Are you fucking retarded? Or just disingenuous?,
bafyreien7jdgxsss3wdd25acr45hwj47da6obvjiovkuxkeqo4fhaqcwiy,intolerant,0,He/they are straight up idiots!!  Nuff said😤,
bafyreigtdqraw6elsnkikhv6tdfop7prwq5gyhjongl3bytpehdjpn6cam,intolerant,0,But we’re *your* morons!,
bafyreicqhw52jnfbl3ymr2yq2ulq3pt5w3gmymaua36qhvej7yiyev7knu,intolerant,0,"They believe their own stupid shit. 

Let’s see one of them do 15 minutes of upper lip electro.",
bafyreieosip7l7d2tnl6l4hj2oxd4jduzarlpc5iocatdodzrg4jl4mixq,intolerant,0,This is some dysfunctional shit…😳,
bafyreidvpornls6rqezbnt5uggsi6dzxcnbhlpaij3zrcproypwttvrpr4,intolerant,0,What the fuck is wrong with these people 😒,
bafyreif2zwfqz6lz54nfol5yjenyknnmlbhl7yhvlq2riuff6v42zn5ili,intolerant,0,Don’t tell the RETARDICANS!!!! Facts just get in their way. 😳💔🇺🇸🤢🤮🤬,
bafyreicknigklvvpjo6x3xeup6mqa3b6mcyuadldeth625oojppiby5rrq,intolerant,0,Lmao they need to gone somewhere else with it!,
bafyreicg36qu4u3luhdmuolnn4ynyzccv2q3pmmhkrdvnkttb3qsme2kjm,intolerant,0,"And what’s funny is that the orange retard does it all the time, what a moron",
bafyreidmct7dfgpwhhmcpzs6ggsksr3xbwj2zjrci7dmtycfcqrvxo3klq,intolerant,0,i say no to trans rights but i am a fucking moron so listen to waluiji,
bafyreiewdpf5gcckkwotkyoqke4s6l4m5oizjn32fyxvuhqyjtr2xoi7ui,intolerant,0,I’m sorry. These people are just fuking stupid!!!,
bafyreihqsshazadutd6notdbpkla4fofpc64q5k2ksnyy267xr47hscj3y,intolerant,0,These are some of the dumbest MFers smh,
bafyreifpzimyaea44ldw6hk7c2a6dep7d24awhvakr7vsbln4argwgw7ji,intolerant,0,"unfortunately, i think a lotta people are just really stupid.",
bafyreielj3fev5rssr6gxwrujnkh4vtuqh2x6qieuydpri7wnxqopank44,intolerant,0,These people are so fuckin stupid.....,
bafyreifpob7kd72x5enpqdvoizcbmg4ge6elza7c4i6epnfgjul6ieigke,intolerant,0,And thinks we are morons.,
bafyreibqrpokqh3zt3nrm3k2ny2looamge2i3zjkjwijt7unakbib4zhnq,intolerant,0,"I can't believe these guys just did a big campaign to allow me to call them retards, this is literally self-harm",
bafyreifyeuhovhv2426s52zmj3omnxeejhjzxbjf2uo4ahymk3xfzg5nwm,intolerant,0,Yeah. It is crazy talk!! These MFs are so damn ignorant 🤦‍♀️,
bafyreihywfvftqlq6yiwrqj2dob5t3ywpvorsnsodnal5rmehkd7ympxr4,intolerant,0,This..... makes them look so unintelligent and WEAK!!!!,
